type,name,level,attributes,source
"""原理""","""递推关系在有限集合计数中的应用""",3,"{""定义"": ""通过递推公式计算数列的动态演变过程。"", ""用途"": ""求解组合计算问题，用于有限集合的计数。""}","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.1 递推关系计数法""]"
"""原理""","""递推关系在组合计算中的应用""",3,"{""定义"": ""使用递推关系解决有限集合的计数问题。"", ""应用"": ""建立递推关系式，逐步实现对有限集合的计数。""}","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.1 递推关系计数法""]"
"""定理""","""递推关系增函数""",7,"{""定义"": ""满足特定递推关系的增函数。"", ""条件"": ""f(n)=a f(n/b)+c，其中n被b整除，a≥1，b是大于1的整数，c是一个正实数。"", ""结论"": ""f(n)={O(n^{log_b a}) if a>1, O(log n) if a=1}""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.2 递归与分治"", ""二、分治策略""]"
"""性质""","""递推关系复杂度""",7,"{""定义"": ""通过递推关系分析算法的计算复杂性。"", ""应用"": ""用于分析分治算法的复杂度。"", ""公式"": ""f(n)=a f(n/b)+g(n)""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.2 递归与分治"", ""二、分治策略""]"
"""概念""","""递推关系式""",3,"{""description"": null, ""relation"": null}","[[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.1 递推关系计数法""], [""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.2 递推关系的求解""]]"
"""算法""","""递推关系求解技术""",4,"{""定义"": ""求解具有动态演化性质问题中递推关系的技术。""}","[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术""]"
"""算法""","""递推关系计数法""",4,"{""description"": null, ""relation"": null}","[[""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术""], [""第一章  集合与计数基础"", ""§ 1.4 有限集的高级计数技术"", ""1.4.1 递推关系计数法""]]"
"""原理""","""递推表达式""",5,"{""定义"": ""描述递推关系的数学表达式。"", ""应用"": ""用于分析分治算法复杂度。"", ""示例"": ""f(n) = a f(n/b) + g(n)""}","[""第二章  整数与算法设计基础"", ""§ 2.4 算法设计策略与应用"", ""2.4.2 递归与分治"", ""二、分治策略""]"
"""应用领域""","""通讯""",6,"{""应用"": ""网络流模型及算法在通讯领域的应用。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题""]"
"""概念""","""逻辑关系""",4,"{""定义"": ""命题之间或命题内部成分之间的联系。""}","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.1  逻辑与谓词逻辑""]"
"""概念""","""逻辑关系层次""",6,"{""定义"": ""命题之间或命题内部成分之间的逻辑联系层次。"", ""作用"": ""影响逻辑推演的有效性和正确性。"", ""特性"": ""在命题逻辑中未能充分体现。""}","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.1  逻辑与谓词逻辑""]"
"""概念""","""逻辑学""",2,"{""定义"": ""研究人类思维基本形式、基本规则和基本规律的学科。"", ""用途"": ""研究推理，包括概念、判断和推理三个层次。""}","[""第三章  命题演算与推理"", ""§ 3.5 命题逻辑的演绎推理""]"
"""原理""","""逻辑思维""",4,"{""定义"": ""运用逻辑规则进行思考的能力。""}","[""第三章  命题演算与推理""]"
"""概念""","""逻辑思维能力""",3,"{""定义"": ""通过命题演算培养的思维能力。"", ""应用"": ""在多个领域如案件侦破、电路设计等具有实际应用价值。""}","[""第三章  命题演算与推理"", ""§ 3.6 命题逻辑的应用""]"
"""概念""","""逻辑推演""",3,"{""定义"": ""研究命题性质和逻辑推演的过程。""}","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.1  逻辑与谓词逻辑""]"
"""概念""","""逻辑推演问题""",5,"{""定义"": ""命题层次上的逻辑推演问题"", ""问题"": ""无法解决苏格拉底三段论推理问题""}","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.1  逻辑与谓词逻辑""]"
"""概念""","""逻辑演算""",3,"{""description"": null, ""relation"": null}","[[""第三章  命题演算与推理"", ""§ 3.1 命题的概念与运算"", ""3.1.3  命题的常用联结词"", ""二、合取与析取联结词""], [""第四章  谓词演算与推理""], [""第三章  命题演算与推理"", ""§ 3.1 命题的概念与运算"", ""3.1.3  命题的常用联结词"", ""二、合取与析取联结词""], [""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词""]]"
"""概念""","""逻辑电路""",3,"{""定义"": ""由基本逻辑门电路组成的电路。"", ""组成"": ""包括与门、或门和非门。""}","[""第三章  命题演算与推理"", ""§ 3.6 命题逻辑的应用"", ""3.6.2 组合逻辑电路设计""]"
"""概念""","""逻辑结果""",5,"{""定义"": ""由前提通过逻辑推理得出的结论。""}","[""第三章  命题演算与推理"", ""§ 3.5 命题逻辑的演绎推理"", ""3.5.3 命题推证的基本策略"", ""一、真值表法""]"
"""原理""","""逻辑运算""",4,"{""description"": null, ""relation"": null}","[[""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""], [""第三章  命题演算与推理""], [""第二章  整数与算法设计基础"", ""§ 2.3 算法设计的基本知识"", ""2.3.1 算法的基本概念""], [""第三章  命题演算与推理"", ""§ 3.1 命题的概念与运算"", ""3.1.3  命题的常用联结词"", ""二、合取与析取联结词""]]"
"""概念""","""逻辑运算含义""",7,"{""定义"": ""逻辑运算中不同符号所表示的含义。"", ""应用"": ""帮助理解逻辑运算的具体意义。"", ""特性"": ""包括合取、析取、异或等运算的含义。""}","[""第三章  命题演算与推理"", ""§ 3.1 命题的概念与运算"", ""3.1.3  命题的常用联结词"", ""二、合取与析取联结词""]"
"""概念""","""逻辑运算联结词""",5,"{""description"": null, ""relation"": null}","[[""第三章  命题演算与推理"", ""§ 3.3 联结词的完备集"", ""3.3.1  联结词的枚举""], [""第三章  命题演算与推理"", ""§ 3.3 联结词的完备集"", ""3.3.1  联结词的枚举""]]"
"""算法""","""遗传算法""",5,"{""定义"": ""一种模拟自然选择和遗传学原理的优化算法。"", ""应用"": ""用于解决优化和搜索问题。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.3 最优路线问题""]"
"""算法""","""避圈法""",5,"{""定义"": ""通过选择不构成回路的边来构造生成树的方法。""}","[""第九章  树的基本理论与算法"", ""§ 9.1 无向树的基本知识"", ""9.1.2 无向图的生成树""]"
"""概念""","""邻接点""",3,"{""定义"": ""边e的端点u和v互为邻接点。""}","[""第八章  图的基本理论与算法"", ""§ 8.1 图的概念与表示"", ""8.1.2 图的定义与分类""]"
"""算法""","""邻接矩阵""",5,"{""定义"": ""表示图结构的矩阵，无向图和有向图有不同的计算方式""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.2.2 图模型的度结构""]"
"""概念""","""邻接边""",3,"{""定义"": ""具有公共结点的两条边。""}","[""第八章  图的基本理论与算法"", ""§ 8.1 图的概念与表示"", ""8.1.2 图的定义与分类""]"
"""角色""","""配偶""",6,"{""定义"": ""在婚姻配对中，彼此选择的对象。""}","[""第十章  特殊图模型与算法"", ""§ 10.4 网络流图及其优化问题"", ""10.5.3 稳定婚配问题""]"
"""算法步骤""","""重复""",5,"{""定义"": ""重复找最近和更新步骤，直到集合B为空""}","[""第八章  图的基本理论与算法"", ""§ 8.2 图的运算与结构"", ""8.4.3 单源最短路径""]"
"""性质""","""重言式""",4,"{""定义"": ""主析取范式中含全部2^n个小项的命题公式。"", ""性质"": ""是重言式。""}","[""第三章  命题演算与推理"", ""§ 3.4 命题公式的范式"", ""3.4.4 主范式间的联系""]"
"""概念""","""重边""",6,"{""定义"": ""图中多条边连接同一对顶点。""}","[""第八章  图的基本理论与算法"", ""§ 8.1 图的概念与表示"", ""8.1.3 图的表示方法"", ""二、关联矩阵表示法""]"
"""概念""","""重集""",3,"{""定义"": ""允许多个相同对象同时出现的总体。"", ""特性"": ""元素有重数，可视为重集的特例。""}","[""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术"", ""1.3.3 排列计数与组合计数"", ""二、可重复的排列""]"
"""概念""","""重集排列问题""",4,"{""定义"": ""计算重集排列的数量问题。""}","[""第一章  集合与计数基础"", ""§ 1.3 有限集的基本计数技术"", ""1.3.3 排列计数与组合计数"", ""二、可重复的排列""]"
"""概念""","""量词""",3,"{""description"": null, ""relation"": null}","[[""第四章  谓词演算与推理""], [""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.1  逻辑与谓词逻辑""], [""第四章  谓词演算与推理""], [""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.2  命题函数与谓词"", ""三、谓词与谓词填式""], [""第四章  谓词演算与推理""], [""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词""], [""第四章  谓词演算与推理""], [""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""二、量词的展开与否定""], [""第四章  谓词演算与推理""], [""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.2 变量的自由与约束""], [""第四章  谓词演算与推理""], [""第四章  谓词演算与推理"", ""§ 4.3 谓词公式的范式"", ""4.3.1 等值型范式"", ""一、前束型公式""], [""第四章  谓词演算与推理""], [""第四章  谓词演算与推理"", ""§ 4.3 谓词公式的范式"", ""4.3.1 等值型范式"", ""二、前束范式""], [""第四章  谓词演算与推理""], [""第四章  谓词演算与推理"", ""§ 4.4 谓词逻辑的推理"", ""4.4.2 谓词推证的基本方法""]]"
"""定理""","""量词德摩根律""",2,"{""定义"": ""量词否定转换规则，全称量词否定变为存在量词，存在量词否定变为全称量词。""}","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""二、量词的展开与否定""]"
"""概念""","""量词排列""",4,"{""定义"": ""谓词公式中量词的排列方式。"", ""含义"": ""表示不同的逻辑关系和量词的作用。""}","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含"", ""三、双量词式的等值与蕴含""]"
"""概念""","""量词的否定""",5,"{""定义"": ""量词否定后的转换规则""}","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""二、量词的展开与否定""]"
"""概念""","""量词的含义""",5,"{""定义"": ""不同量词排列所表达的具体逻辑意义。"", ""含义"": ""包括存在量词和全称量词的不同组合。""}","[""第四章  谓词演算与推理"", ""§ 4.2 谓词公式与等值演算"", ""4.2.4 谓词公式的等值与蕴含"", ""三、双量词式的等值与蕴含""]"
"""概念""","""量词的展开""",5,"{""定义"": ""将量词表达式转换为命题逻辑运算表达式""}","[""第四章  谓词演算与推理"", ""§ 4.1 个体词、谓词与量词"", ""4.1.3  量词与特性谓词"", ""二、量词的展开与否定""]"
"""原理""","""量词的辖域扩大""",4,"{""定义"": ""将量词的作用范围扩展到整个公式。"", ""应用"": ""在谓词演算中处理量词时使用。""}","[""第四章  谓词演算与推理"", ""§ 4.3 谓词公式的范式"", ""4.3.2 非等值型范式"", ""一、∃型前束范式""]"
"""概念""","""链""",4,"{""定义"": ""偏序集中任意两个元素都是可比的子集。"", ""应用"": ""用于表示和处理偏序集中的全序关系。""}","[""第六章 特殊关系模型"", ""§ 6.3偏序关系与元素比较"", ""6.3.3  全序与良序""]"
"""概念""","""闭包""",4,"{""定义"": ""关系的闭包是指通过添加特定的关系性质（如自反性、对称性、传递性）到原始关系R，得到的新关系。"", ""性质"": ""闭包操作保持关系的性质，如自反闭包、对称闭包和传递闭包。""}","[""第五章 关系模型与理论"", ""§ 5.4 关系的性质闭包"", ""5.4.3  关系闭包的性质""]"
"""概念""","""闭式""",4,"{""定义"": ""谓词公式中不含自由变量的公式。""}","[""第四章  谓词演算与推理"", ""§ 4.3 谓词公式的范式"", ""4.3.2 非等值型范式"", ""一、∃型前束范式""]"
"""问题""","""问题一""",4,"{""定义"": ""使用天平找出假币并判断其重量关系的5枚硬币问题。""}","[""第九章  树的基本理论与算法"", ""§ 9.4 树模型的应用"", ""9.4.1 找假币问题""]"
"""问题""","""问题二""",4,"{""定义"": ""使用无砝码天平和3次称重找出假币的12枚硬币问题。""}","[""第九章  树的基本理论与算法"", ""§ 9.4 树模型的应用"", ""9.4.1 找假币问题""]"
"""原理""","""间接证明法""",4,"{""description"": null, ""relation"": null}","[[""第三章  命题演算与推理"", ""§ 3.5 命题逻辑的演绎推理"", ""3.5.3 命题推证的基本策略""], [""第四章  谓词演算与推理"", ""§ 4.4 谓词逻辑的推理"", ""4.4.2 谓词推证的基本方法""]]"
